,Gene description,Gene name,Chromosome/scaffold name,mitochondrial,hemoglobin,sex_linked,canonical_neuronal,glutamatergic
ENSRNOG00000065649,zinc finger protein 94 [Source:NCBI gene (formerly Entrezgene);Acc:499095],,1,False,False,False,False,False
ENSRNOG00000066961,,,1,False,False,False,False,False
ENSRNOG00000068275,small nucleolar RNA SNORD115 [Source:RGD Symbol;Acc:41113286],SNORD115,1,False,False,False,False,False
ENSRNOG00000053559,olfactory receptor 357 [Source:RGD Symbol;Acc:1333477],Olr357,1,False,False,False,False,False
ENSRNOG00000067357,olfactory receptor 444 [Source:RGD Symbol;Acc:1333598],Olr444,3,False,False,False,False,False
ENSRNOG00000065871,,,2,False,False,False,False,False
ENSRNOG00000035553,microRNA 202 [Source:RGD Symbol;Acc:2325486],Mir202,1,False,False,False,False,False
ENSRNOG00000065021,N-acetylated alpha-linked acidic dipeptidase-like 2 [Source:RGD Symbol;Acc:1565147],Naaladl2,2,False,False,False,False,False
ENSRNOG00000056667,,AC109741.1,1,False,False,False,False,False
ENSRNOG00000064785,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],U2,1,False,False,False,False,False
ENSRNOG00000050663,similar to olfactory receptor 572 [Source:RGD Symbol;Acc:1591447],Or51h5,1,False,False,False,False,False
ENSRNOG00000014753,transcription factor 7 like 1 [Source:RGD Symbol;Acc:1311671],Tcf7l1,4,False,False,False,False,False
ENSRNOG00000064423,similar to serine/threonine kinase [Source:RGD Symbol;Acc:1590175],,1,False,False,False,False,False
ENSRNOG00000063455,,,1,False,False,False,False,False
ENSRNOG00000016574,FLT3-interacting zinc finger 1 [Source:RGD Symbol;Acc:1306359],Fiz1,1,False,False,False,False,False
ENSRNOG00000069279,,,2,False,False,False,False,False
ENSRNOG00000062826,"predicted gene, 17651 [Source:MGI Symbol;Acc:MGI:4937285]",Gm17651,2,False,False,False,False,False
ENSRNOG00000055971,,AABR07000544.1,1,False,False,False,False,False
ENSRNOG00000068157,small nucleolar RNA SNORD116 [Source:RGD Symbol;Acc:41015411],SNORD116,1,False,False,False,False,False
ENSRNOG00000032137,forkhead box B2 [Source:RGD Symbol;Acc:1585019],Foxb2,1,False,False,False,False,False
ENSRNOG00000050364,microRNA 3569 [Source:RGD Symbol;Acc:4888591],Mir3569,1,False,False,False,False,False
ENSRNOG00000060473,small nucleolar RNA SNORA20 [Source:RGD Symbol;Acc:41188207],AC098942.1,1,False,False,False,False,False
ENSRNOG00000068108,U7 small nuclear RNA [Source:RFAM;Acc:RF00066],U7,1,False,False,False,False,False
ENSRNOG00000055608,zinc finger protein 45-like [Source:RGD Symbol;Acc:7529325],,1,False,False,False,False,False
ENSRNOG00000008282,E74 like ETS transcription factor 5 [Source:RGD Symbol;Acc:1305859],Elf5,3,False,False,False,False,False
ENSRNOG00000064687,,,1,False,False,False,False,False
ENSRNOG00000048436,olfactory receptor 574 [Source:RGD Symbol;Acc:15005510],Olfr574,1,False,False,False,False,False
ENSRNOG00000013641,myosin VIIA [Source:RGD Symbol;Acc:628830],Myo7a,1,False,False,False,False,False
ENSRNOG00000020347,nucleoporin 98 and 96 precursor [Source:RGD Symbol;Acc:71033],Nup98,1,False,False,False,False,False
ENSRNOG00000064568,,,3,False,False,False,False,False
ENSRNOG00000062622,,,2,False,False,False,False,False
ENSRNOG00000052014,olfactory receptor 510 [Source:RGD Symbol;Acc:1333222],Olr510,3,False,False,False,False,False
ENSRNOG00000068500,,,2,False,False,False,False,False
ENSRNOG00000065259,,,1,False,False,False,False,False
ENSRNOG00000011052,glycyl-tRNA synthetase [Source:RGD Symbol;Acc:1307856],Gars,4,False,False,False,False,False
ENSRNOG00000035588,microRNA 194-2 [Source:RGD Symbol;Acc:2325554],Mir194-2,1,False,False,False,False,False
ENSRNOG00000053464,small nucleolar RNA SNORA17 [Source:RGD Symbol;Acc:41186776],AC123083.1,1,False,False,False,False,False
ENSRNOG00000016837,"creatine kinase, M-type [Source:RGD Symbol;Acc:2358]",Ckm,1,False,False,False,False,False
ENSRNOG00000069139,small nucleolar RNA SNORD115 [Source:RGD Symbol;Acc:41113608],SNORD115,1,False,False,False,False,False
ENSRNOG00000068222,,,1,False,False,False,False,False
ENSRNOG00000025953,hypothetical protein LOC681006 [Source:RGD Symbol;Acc:1584737],,1,False,False,False,False,False
ENSRNOG00000009792,"zinc finger, B-box domain containing [Source:RGD Symbol;Acc:1308632]",Zbbx,2,False,False,False,False,False
ENSRNOG00000011758,FKBP prolyl isomerase 7 [Source:RGD Symbol;Acc:1305293],Fkbp7,3,False,False,False,False,False
ENSRNOG00000052367,,AABR07009634.1,2,False,False,False,False,False
ENSRNOG00000066571,,,1,False,False,False,False,False
ENSRNOG00000068350,,,1,False,False,False,False,False
ENSRNOG00000061525,"similar to MAS-related G-protein coupled receptor, member G [Source:RGD Symbol;Acc:1562011]",RGD1562011,1,False,False,False,False,False
ENSRNOG00000046704,microRNA 3099 [Source:RGD Symbol;Acc:7489040],Mir3099,1,False,False,False,False,False
ENSRNOG00000034083,olfactory receptor 67 [Source:RGD Symbol;Acc:1334397],Olr67,1,False,False,False,False,False
ENSRNOG00000057516,U6 spliceosomal RNA [Source:RGD Symbol;Acc:15011069],U6,1,False,False,False,False,False
ENSRNOG00000053512,small nucleolar RNA U109 [Source:RGD Symbol;Acc:41346008],AABR07005790.2,1,False,False,False,False,False
ENSRNOG00000015821,Cd2 molecule [Source:RGD Symbol;Acc:2297],Cd2,2,False,False,False,False,False
ENSRNOG00000016608,zinc finger protein 579 [Source:RGD Symbol;Acc:1308475],Zfp579,1,False,False,False,False,False
ENSRNOG00000027112,similar to RIKEN cDNA 4930433I11 gene [Source:RGD Symbol;Acc:1561885],MGC114499,1,False,False,False,False,False
ENSRNOG00000069192,small nucleolar RNA SNORD115 [Source:RGD Symbol;Acc:41317864],SNORD115,1,False,False,False,False,False
ENSRNOG00000004679,"fidgetin, microtubule severing factor [Source:RGD Symbol;Acc:1308174]",Fign,3,False,False,False,False,False
ENSRNOG00000012730,leucine-rich repeat kinase 1 [Source:RGD Symbol;Acc:1308000],Lrrk1,1,False,False,False,False,False
ENSRNOG00000068539,,,1,False,False,False,False,False
ENSRNOG00000052903,uncharacterized LOC108349988 [Source:RGD Symbol;Acc:11464133],AABR07009634.2,2,False,False,False,False,False
ENSRNOG00000052937,,AABR07006585.1,1,False,False,False,False,False
ENSRNOG00000037833,olfactory receptor 563 [Source:RGD Symbol;Acc:1332777],Olr563,3,False,False,False,False,False
ENSRNOG00000018117,NADH:ubiquinone oxidoreductase core subunit V1 [Source:RGD Symbol;Acc:1359247],Ndufv1,1,False,False,False,False,False
ENSRNOG00000049017,microRNA 6316 [Source:RGD Symbol;Acc:7489025],Mir6316,1,False,False,False,False,False
ENSRNOG00000051561,small nucleolar RNA SNORA36 family [Source:RGD Symbol;Acc:41171707],AABR07005790.1,1,False,False,False,False,False
ENSRNOG00000069848,uncharacterized LOC120100749 [Source:RGD Symbol;Acc:41173629],,2,False,False,False,False,False
ENSRNOG00000067136,small nucleolar RNA SNORD115 [Source:RGD Symbol;Acc:41297869],SNORD115,1,False,False,False,False,False
ENSRNOG00000063952,olfactory receptor 372 [Source:RGD Symbol;Acc:1333289],Olr372,1,False,False,False,False,False
ENSRNOG00000022837,"solute carrier family 25, member 40 [Source:RGD Symbol;Acc:1308774]",Slc25a40,4,False,False,False,False,False
ENSRNOG00000068720,,,1,False,False,False,False,False
ENSRNOG00000016362,G protein-coupled receptor 4 [Source:RGD Symbol;Acc:1311604],Gpr4,1,False,False,False,False,False
ENSRNOG00000026055,neuronal differentiation 6 [Source:RGD Symbol;Acc:1562793],Neurod6,4,False,False,False,False,False
ENSRNOG00000056231,U6 spliceosomal RNA [Source:RGD Symbol;Acc:15010079],U6,1,False,False,False,False,False
ENSRNOG00000063054,vomeronasal type-1 receptor 1-like [Source:RGD Symbol;Acc:11378088],Vom1r51,1,False,False,False,False,False
ENSRNOG00000010616,NADPH dependent diflavin oxidoreductase 1 [Source:RGD Symbol;Acc:1308479],Ndor1,3,False,False,False,False,False
ENSRNOG00000069366,,,3,False,False,False,False,False
ENSRNOG00000067565,,,2,False,False,False,False,False
ENSRNOG00000013671,"vomeronasal 2 receptor, 9 [Source:RGD Symbol;Acc:1591347]",Vom2r9,1,False,False,False,False,False
ENSRNOG00000017307,serine protease 23 [Source:RGD Symbol;Acc:1359545],Prss23,1,False,False,False,False,False
ENSRNOG00000065133,,,1,False,False,False,False,False
ENSRNOG00000066105,small nucleolar RNA SNORA48 [Source:RGD Symbol;Acc:41102373],,1,False,False,False,False,False
ENSRNOG00000064098,small nucleolar RNA SNORD115 [Source:RGD Symbol;Acc:41016316],SNORD115,1,False,False,False,False,False
ENSRNOG00000035580,microRNA 3597-3 [Source:RGD Symbol;Acc:4888559],Mir3597-3,1,False,False,False,False,False
ENSRNOG00000014000,kinesin family member 2A [Source:RGD Symbol;Acc:70974],Kif2a,2,False,False,False,False,False
ENSRNOG00000056252,small nucleolar RNA SNORA48 [Source:RGD Symbol;Acc:41270156],AABR07005801.1,1,False,False,False,False,False
ENSRNOG00000067915,,,1,False,False,False,False,False
ENSRNOG00000037356,diphthamine biosynthesis 6 [Source:RGD Symbol;Acc:1310006],Dph6,3,False,False,False,False,False
ENSRNOG00000015649,olfactory receptor 68 [Source:RGD Symbol;Acc:1333806],Olr68,1,False,False,False,False,False
ENSRNOG00000067235,,,2,False,False,False,False,False
ENSRNOG00000064348,uncharacterized LOC120100750 [Source:RGD Symbol;Acc:40992083],,2,False,False,False,False,False
ENSRNOG00000054785,U4 spliceosomal RNA [Source:RGD Symbol;Acc:15008943],U4,1,False,False,False,False,False
ENSRNOG00000020942,pleckstrin homology domain containing A4 [Source:RGD Symbol;Acc:735133],Plekha4,1,False,False,False,False,False
ENSRNOG00000070165,olfactory receptor 8U9-like [Source:RGD Symbol;Acc:41307267],Olr483,3,False,False,False,False,False
ENSRNOG00000018441,gamma-glutamyltransferase 7 [Source:RGD Symbol;Acc:619870],Ggt7,3,False,False,False,False,False
ENSRNOG00000069629,,,1,False,False,False,False,False
ENSRNOG00000065481,small nucleolar RNA SNORD115 [Source:RGD Symbol;Acc:40979199],SNORD115,1,False,False,False,False,False
ENSRNOG00000008738,tumor protein p53 inducible protein 11 [Source:RGD Symbol;Acc:1308395],Tp53i11,3,False,False,False,False,False
ENSRNOG00000032600,olfactory receptor 375 [Source:RGD Symbol;Acc:1333045],Olr375,1,False,False,False,False,False
ENSRNOG00000070892,,,2,False,False,False,False,False
ENSRNOG00000067951,U6 spliceosomal RNA [Source:RGD Symbol;Acc:41211547],U6,1,False,False,False,False,False
ENSRNOG00000067817,,,1,False,False,False,False,False
ENSRNOG00000061080,lysine methyltransferase 2C [Source:RGD Symbol;Acc:1587205],Kmt2c,4,False,False,False,False,False
ENSRNOG00000017749,natural killer cell granule protein 7 [Source:RGD Symbol;Acc:621523],Nkg7,1,False,False,False,False,False
ENSRNOG00000061288,U6 spliceosomal RNA [Source:RGD Symbol;Acc:15013972],U6,1,False,False,False,False,False
ENSRNOG00000017079,phosphoglucomutase 2-like 1 [Source:RGD Symbol;Acc:1583226],Pgm2l1,1,False,False,False,False,False
ENSRNOG00000017795,HSPA (Hsp70) binding protein 1 [Source:RGD Symbol;Acc:628677],Hspbp1,1,False,False,False,False,False
ENSRNOG00000052745,"MET proto-oncogene, receptor tyrosine kinase [Source:RGD Symbol;Acc:3082]",Met,4,False,False,False,False,False
ENSRNOG00000061338,Small nucleolar RNA SNORD115 [Source:RGD Symbol;Acc:15014009],SNORD115,1,False,False,False,False,False
ENSRNOG00000065787,microRNA 3584 [Source:RGD Symbol;Acc:4888614],Mir3584,1,False,False,False,False,False
ENSRNOG00000070333,,,2,False,False,False,False,False
ENSRNOG00000068787,olfactory receptor 311 [Source:RGD Symbol;Acc:1332754],Olr311,1,False,False,False,False,False
ENSRNOG00000028120,,AABR07011698.1,2,False,False,False,False,False
ENSRNOG00000007979,"phosphatase, orphan 2 [Source:RGD Symbol;Acc:1359274]",Phospho2,3,False,False,False,False,False
ENSRNOG00000015657,olfactory receptor 69 [Source:RGD Symbol;Acc:1332641],Olr69,1,False,False,False,False,False
ENSRNOG00000064243,uncharacterized LOC102552287 [Source:RGD Symbol;Acc:7518732],,1,False,False,False,False,False
ENSRNOG00000052607,"predicted gene, 24336 [Source:RGD Symbol;Acc:15007279]",Gm24336,1,False,False,False,False,False
ENSRNOG00000040275,transmembrane protein 210 [Source:RGD Symbol;Acc:2318321],Tmem210,3,False,False,False,False,False
ENSRNOG00000062792,olfactory receptor 483 [Source:RGD Symbol;Acc:1334276],Olr483,3,False,False,False,False,False
ENSRNOG00000069588,,,3,False,False,False,False,False
ENSRNOG00000052788,"predicted gene, 25410 [Source:RGD Symbol;Acc:15007417]",Gm25410,1,False,False,False,False,False
ENSRNOG00000062674,,,2,False,False,False,False,False
ENSRNOG00000063641,small nucleolar RNA SNORD115 [Source:RGD Symbol;Acc:41185069],SNORD115,1,False,False,False,False,False
ENSRNOG00000004852,SEL1L2 adaptor subunit of ERAD E3 ligase [Source:RGD Symbol;Acc:1311278],Sel1l2,3,False,False,False,False,False
ENSRNOG00000046320,microRNA 6315 [Source:RGD Symbol;Acc:7489020],Mir6315,1,False,False,False,False,False
ENSRNOG00000042133,"similar to membrane-spanning 4-domains, subfamily A, member 4C [Source:RGD Symbol;Acc:1590971]",AABR07006275.1,1,False,False,False,False,False
ENSRNOG00000031648,olfactory receptor 340 [Source:RGD Symbol;Acc:1334063],Olr340,1,False,False,False,False,False
ENSRNOG00000016580,ribosomal protein S23 [Source:RGD Symbol;Acc:621039],Rps23,2,False,False,False,False,False
ENSRNOG00000064592,5S ribosomal RNA [Source:RGD Symbol;Acc:41245632],5S_rRNA,1,False,False,False,False,False
ENSRNOG00000016189,FERM domain containing 5 [Source:RGD Symbol;Acc:1561554],Frmd5,3,False,False,False,False,False
ENSRNOG00000069350,,,1,False,False,False,False,False
ENSRNOG00000054005,U6 spliceosomal RNA [Source:RGD Symbol;Acc:15008353],U6,1,False,False,False,False,False
ENSRNOG00000069982,5S ribosomal RNA [Source:RGD Symbol;Acc:41053224],5S_rRNA,1,False,False,False,False,False
ENSRNOG00000052319,,AABR07004881.1,1,False,False,False,False,False
ENSRNOG00000035639,microRNA 107 [Source:RGD Symbol;Acc:2325578],Mir107,1,False,False,False,False,False
ENSRNOG00000027542,hypothetical LOC100302465 [Source:RGD Symbol;Acc:2311471],D7Ertd443e,1,False,False,False,False,False
ENSRNOG00000067371,small nucleolar RNA SNORD115 [Source:RGD Symbol;Acc:40973358],SNORD115,1,False,False,False,False,False
ENSRNOG00000065909,,,2,False,False,False,False,False
ENSRNOG00000009548,fucose-1-phosphate guanylyltransferase [Source:RGD Symbol;Acc:735121],Fpgt,2,False,False,False,False,False
ENSRNOG00000065457,,,1,False,False,False,False,False
ENSRNOG00000008758,tetraspanin 18 [Source:RGD Symbol;Acc:1560411],Tspan18,3,False,False,False,False,False
ENSRNOG00000009748,olfactory receptor 262 [Source:RGD Symbol;Acc:1334168],Olr262,1,False,False,False,False,False
ENSRNOG00000037333,claudin domain containing 2 [Source:RGD Symbol;Acc:1566413],Cldnd2,1,False,False,False,False,False
ENSRNOG00000063106,,,1,False,False,False,False,False
ENSRNOG00000061755,"predicted gene, 25635 [Source:RGD Symbol;Acc:15014321]",Gm25635,1,False,False,False,False,False
ENSRNOG00000064493,U6 spliceosomal RNA [Source:RGD Symbol;Acc:41232861],U6,1,False,False,False,False,False
ENSRNOG00000009258,cyclin-dependent kinase 6 [Source:RGD Symbol;Acc:621121],Cdk6,4,False,False,False,False,False
ENSRNOG00000021478,TPD52 like 1 [Source:RGD Symbol;Acc:1594796],Tpd52l1,1,False,False,False,False,False
ENSRNOG00000017330,,AC103221.1,1,False,False,False,False,False
ENSRNOG00000062409,olfactory receptor 312 [Source:RGD Symbol;Acc:1333205],Olr312,1,False,False,False,False,False
ENSRNOG00000009764,olfactory receptor 488 [Source:RGD Symbol;Acc:1333129],Olr488,3,False,False,False,False,False
ENSRNOG00000065302,microRNA 344b-1 [Source:RGD Symbol;Acc:4888550],Mir344b-1,1,False,False,False,False,False
ENSRNOG00000018090,"protein phosphatase 6, regulatory subunit 1 [Source:RGD Symbol;Acc:1311409]",Ppp6r1,1,False,False,False,False,False
ENSRNOG00000069157,coiled-coil-helix-coiled-coil-helix domain containing 4 [Source:RGD Symbol;Acc:2319280],,1,False,False,False,False,False
ENSRNOG00000068228,small nucleolar RNA SNORD115 [Source:RGD Symbol;Acc:40943897],SNORD115,1,False,False,False,False,False
ENSRNOG00000066263,,,2,False,False,False,False,False
ENSRNOG00000069767,"vomeronasal 2 receptor, 5 [Source:RGD Symbol;Acc:1585898]",Vom2r6,1,False,False,False,False,False
ENSRNOG00000070519,,,1,False,False,False,False,False
ENSRNOG00000067269,,,1,False,False,False,False,False
ENSRNOG00000057952,"predicted gene, 23130 [Source:RGD Symbol;Acc:15011406]",Gm23130,1,False,False,False,False,False
ENSRNOG00000052180,Metazoan signal recognition particle RNA [Source:RGD Symbol;Acc:15006963],Metazoa_SRP,3,False,False,False,False,False
ENSRNOG00000059329,U1 spliceosomal RNA [Source:RGD Symbol;Acc:15012485],U1,1,False,False,False,False,False
ENSRNOG00000015230,ER membrane-associated RNA degradation [Source:RGD Symbol;Acc:1309374],Ermard,1,False,False,False,False,False
ENSRNOG00000011830,pleckstrin homology domain containing A3 [Source:RGD Symbol;Acc:1305244],Plekha3,3,False,False,False,False,False
ENSRNOG00000017069,microtubule affinity regulating kinase 4 [Source:RGD Symbol;Acc:1591792],Mark4,1,False,False,False,False,False
ENSRNOG00000070507,olfactory receptor 781 [Source:RGD Symbol;Acc:1334408],Olr781,3,False,False,False,False,False
ENSRNOG00000021013,syntaxin 3 [Source:RGD Symbol;Acc:621005],Stx3,1,False,False,False,False,False
ENSRNOG00000066830,,,1,False,False,False,False,False
ENSRNOG00000033009,olfactory receptor 12 [Source:RGD Symbol;Acc:1333584],Olr12,1,False,False,False,False,False
ENSRNOG00000065333,microRNA mir-344b-2 [Source:RGD Symbol;Acc:14398575],Mir344b-2,1,False,False,False,False,False
ENSRNOG00000067419,olfactory receptor 75 [Source:RGD Symbol;Acc:1332889],Olr75,1,False,False,False,False,False
ENSRNOG00000061678,"small nucleolar RNA, C/D box 100 [Source:RGD Symbol;Acc:15014266]",Snord100,1,False,False,False,False,False
ENSRNOG00000065748,,,2,False,False,False,False,False
ENSRNOG00000059948,Small nucleolar RNA SNORD115 [Source:RGD Symbol;Acc:15012951],SNORD115,1,False,False,False,False,False
ENSRNOG00000018677,AKT serine/threonine kinase 2 [Source:RGD Symbol;Acc:2082],Akt2,1,False,False,False,False,False
ENSRNOG00000059640,C-C motif chemokine ligand 28 [Source:RGD Symbol;Acc:619937],Ccl28,2,False,False,False,False,False
ENSRNOG00000057111,U2 spliceosomal RNA [Source:RGD Symbol;Acc:15010754],U2,1,False,False,False,False,False
ENSRNOG00000069344,olfactory receptor 341 [Source:RGD Symbol;Acc:1333323],Olr341,1,False,False,False,False,False
ENSRNOG00000066688,U6 spliceosomal RNA [Source:RGD Symbol;Acc:41083699],U6,3,False,False,False,False,False
ENSRNOG00000070554,,,1,False,False,False,False,False
ENSRNOG00000016878,phospholipid phosphatase related 5 [Source:RGD Symbol;Acc:1309567],Plppr5,2,False,False,False,False,False
